,number,id,link,title,area,rooms,address,price,company_link,company_name,date
87,8,210880538,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210880538,"2-ком. квартира 54 м², 3/5 эт.",Центральный,2,"Центральный р-н, ул. Рогачёвская, д. 4",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-12-19
88,9,210880828,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210880828,"1-ком. квартира 36,9 м², 11/11 эт.",Советский,1,"Советский р-н, ул. Пенязькова, д. 55Б","67 690 р. 1 834,42  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-11-29
89,10,210881589,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210881589,"2-ком. квартира 58,9 м², 8/10 эт.",Центральный,2,"Центральный р-н, ул. Мазурова, д. 15","127 570 р. 2 165,87  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"", УНП 491323159",2022-12-19
90,11,210881685,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210881685,"2-ком. квартира 51,5 м², 2/9 эт.",Центральный,2,"Центральный р-н, ул. Мазурова, д. 18","109 120 р. 2 118,83  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал Недвижимости""",2022-12-20
91,12,210883534,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210883534,"3-ком. квартира 71,4 м², 1/9 эт.",Советский,3,"Советский р-н, ул. Григория Денисенко","103 531 р. 1 450,01  р./м²",None,"Агентство ЧУП"" Агентство недвижимости ""Новые адреса""",2022-12-19
92,13,210884699,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210884699,"2-ком. квартира 51,3 м², 7/9 эт.",Советский,2,"Советский р-н, ул. Б.Хмельницкого, д. 118 (5-й мкр)","81 510 р. 1 590,13  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-12-16
93,14,210895157,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210895157,"2-ком. квартира 47 м², 2/5 эт.",Советский,2,"Калинковичский р-н, д. Бобровичи, ул. Лесная, д. 139","30 000 р. 638,30  р./м²",None,Собственник,2022-12-20
94,15,210895119,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210895119,"2-ком. квартира 54,3 м², 3/9 эт.",Новобелицкий,2,"Новобелицкий р-н, ул. Оськина, д. 16 (Химы)","105 000 р. 1 933,70  р./м²",None,Собственник,2022-12-20
95,16,210893967,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210893967,"3-ком. квартира 65 м², 8/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Кожара, д. 5 (Гостиница Турист)","137 000 р. 2 107,69  р./м²",None,"Агентство ООО ""Капитал Недвижимости""",2022-12-20
96,17,210895057,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210895057,"2-ком. квартира 51,6 м², 9/9 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Дынды, д. 3 (Рембыттехника)","104 000 р. 2 016,68  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"", УНП 491323159",2022-12-20
97,18,210895065,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210895065,"2-ком. квартира 45,8 м², 5/5 эт.",Железнодорожный,2,"Рогачевский р-н, г. Рогачев, ул. Николая Гоголя, д. 73","36 519 р. 797,36  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал Недвижимости""",2022-12-20
98,19,210384810,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210384810,"1-ком. квартира 31,3 м², 1/9 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. 50 лет Гомсельмаша, д. 16","45 000 р. 1 437,70  р./м²",None,Собственник,2022-12-20
99,20,210895068,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210895068,"1-ком. квартира 31 м², 9/9 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Петруся Бровки, д. 37 (Эконом Маркет)","63 750 р. 2 056,45  р./м²",None,Собственник,2022-12-20
100,1,210895014,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210895014,"3-ком. квартира 61,5 м², 2/5 эт.",Советский,3,"Советский район, ул. Октября, д. 16","87 101,63 р. 1 416,29  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-12-20
101,2,210894891,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894891,"3-ком. квартира 65,8 м², 7/9 эт.",Советский,3,"Светлогорский р-н, г. Светлогорск, ул. Калинина, д. 13","56 462 р. 858,09  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-12-20
102,3,210894836,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894836,"2-ком. квартира 51 м², 10/11 эт.",Советский,2,"Советский р-н, пр-т Речицкий, д. 159 (ГИППО)","94 000 р. 1 843,14  р./м²",None,Собственник,2022-12-20
103,4,210890884,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210890884,"3-ком. квартира 64,4 м², 4/10 эт.",Советский,3,"Советский, пр-д Студенческий, д. 13","102 000 р. 1 583,36  р./м²",None,Собственник,2022-12-20
104,5,210894801,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894801,"1-ком. квартира 30 м², 3/5 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Ветковская, д. 1","61 000 р. 2 033,33  р./м²",None,Собственник,2022-12-19
105,6,210894799,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894799,"1-ком. квартира 31 м², 4/5 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Комсомольская, д. 15","76 500 р. 2 467,74  р./м²",None,Собственник,2022-12-19
106,7,209906774,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209906774,"2-ком. квартира 48,5 м², 1/4 эт.",Центральный,2,"Центральный р-н, пр-т Ленина, д. 12","115 000 р. 2 371,13  р./м²",None,Собственник,2022-12-19
107,8,210894734,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894734,"3-ком. квартира 64,3 м², 5/5 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Лепешинского, д. 161","102 200 р. 1 589,18  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-12-19
108,9,210811873,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210811873,"2-ком. квартира 62,8 м², 5/5 эт.",Железнодорожный,2,"Ветковский р-н, г. Ветка, ул. Батракова (Поликлиника)","57 500 р. 915,61  р./м²",None,Собственник,2022-12-19
109,10,210894656,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894656,"1-ком. квартира 36,9 м², 9/9 эт.",Центральный,1,"Центральный р-н, ул. Мазурова, д. 127","91 175 р. 2 470,87  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-12-19
110,11,210869083,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210869083,"1-ком. квартира 30 м², 3/5 эт.",Центральный,1,"Центральный р-н, ул. Ветковская, д. 1","58 000 р. 1 933,33  р./м²",None,Собственник,2022-12-19
111,12,210894632,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894632,"2-ком. квартира 56,7 м², 9/10 эт.",Новобелицкий,2,"Новобелицкий р-н, ул. Пионерская","120 000 р. 2 116,40  р./м²",None,Собственник,2022-12-19
112,13,210894492,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894492,"1-ком. квартира 40,8 м², 9/10 эт.",Советский,1,"Советский р-н, ул. Пенязькова, д. 35","108 000 р. 2 647,06  р./м²",/single_spec.php?id=210652159,"Агентство ООО "" Агентство Недвижимости Пакодан Регион""",2022-12-19
113,14,210894482,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894482,"2-ком. квартира 31,5 м², 2/2 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Советская, д. 99а (Малайчука)","55 000 р. 1 746,03  р./м²",None,Собственник,2022-12-19
114,15,210894421,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210894421,"1-ком. квартира 35,6 м², 5/9 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Свиридова, д. 11 (Брянский)","73 950 р. 2 075,50  р./м²",None,Собственник,2022-12-19
